	author	comment
1111	J J	I bury my ex wife today she died suddenly I still loved her
1112	MUHARREM SEKMEN	GERÇEKTE BİR YANILSAMA VAR. SENİ KENDİM SANIYORUM. GÖRDÜĞÜMÜ GERÇEK GÖREMEDİĞİMİ GERÇEK SANMIYORUM. BEN BİR ŞEYLERİ ARIYORUM. HAYIR.
1113	MUHARREM SEKMEN	GERÇEKLER ÖZGÜR BIRAKIR YALANLAR ZORLAR. SEN ÖZGÜR HAREKET EDERSİN. YALAN GEREKLİ HAREKET EDER. TANRI ZORUNLU HAREKET EDER.
1114	MUHARREM SEKMEN	BİLİNMEZ DEN DOĞAN BİRİ VAR.
1115	MUHARREM SEKMEN	SEN GÇLÜSÜN BENİ KENDİNE ÇEKİYORSUN. BEN GÜÇLÜ OLDUĞUMU SANIYORUM. BU BİR YANILGI. SEN YANILMAZSIN. SONRA BIRAKIYORSUN. ZAYIFLIYORUM. İKİNCİ BİR YANILGI. HAYIR GÜÇLÜLER YANILMAZ.
1116	MUHARREM SEKMEN	İÇİ GÖRÜNMEZ BİLİNMEZ DERİNLİKLERDEN ÇIKIYORSUN. SEN SEVİYORSUN BEN KORKUYORUM.
1117	MUHARREM SEKMEN	KADERE GÜLDÜRÜYORSUN.
1118	MUHARREM SEKMEN	HAYIR ÇİRKİNLER CESURDUR. GÜZELLER KORKAKTIR. HAYIR BEN TARAFSIZIM. BENDE HEPSİ VAR BİLMİYORSUN.
1119	MUHARREM SEKMEN	ÖYLEYSE GERÇEK NE SORULMAZ. GERÇEK CANLIDIR. ODA MERAKEDER. ODA İNSANI MERAKEDER AKIL KENDİNDENDİR. İNSAN NEDEN SİZ MERAKEDER. HAYIR GERÇEK MERAKETTİRENDİR.
1120	MUHARREM SEKMEN	İNSAN NEDEN ALDIRMAZ.
1121	MUHARREM SEKMEN	BEN ÇILDIRMAYA AŞIĞIM.
1122	MUHARREM SEKMEN	İNSANLAR YALANA ZORLANIR.
1123	MUHARREM SEKMEN	ÖZGÜRLÜĞÜ ARIYORSUN ÇİRKİNLİK ÖZGÜRDÜR. GÜZELLİK ESARETTİR.
1124	MUHARREM SEKMEN	DÜŞÜNCEDE KABULLENMEK.
1125	MUHARREM SEKMEN	İNSANDA HERTÜR ÇABA OLABİLİR. ÇABASIZLIKTA.
1126	MUHARREM SEKMEN	YAŞAMDA ÇELİŞKİ VAR ANLATAMIYORUM. GERÇEKTE ÇELİŞKİ. ANLATABİLSEYDİM ÇELİŞKİ OLMAZDI. ÇELİŞKİ ANLATILAMAZ FORMÜLE EDİLEMEZ BİLİYORUM. ÇELİŞKİ GERÇEKTİR. DEHŞET TİR.
1127	MUHARREM SEKMEN	BU KADAR KOLAYDA DEĞİL.
1128	MUHARREM SEKMEN	ELİMDEN KURTULMAK İSTİYORUM.
1129	MUHARREM SEKMEN	İNSAN ALGILAMAZKİ ALDIRA.
1130	MUHARREM SEKMEN	YAŞAMDA DENGE İSTİYORUM.
1131	MUHARREM SEKMEN	YAŞAMDA BİR SON SINIIR ARIYORSUN.
1132	MUHARREM SEKMEN	ÖYLEYSE NE İSTİYORSUN BENDEN DÜRÜSTLÜK MÜ. DÜRÜST YANILTMAZ. GERÇEK DÜRÜST MÜ.
1133	MUHARREM SEKMEN	BENİM SENİ BİLDİĞİM SENİN BENİM SENİ BİLDİĞİMİ BİLDİĞİN GİBİ DEĞİL.
1134	MUHARREM SEKMEN	KİŞİ AÇIKLIKLA SAVAŞABİLİR. AÇIKTA GÖRÜNEREK. AÇIKLIK ONU RAHATSIZEDER. BU KİŞİNİN KENDİNİ KORUMA HAKKI. KİŞİ SAYGI HAKEDER.
1135	MUHARREM SEKMEN	SEN GERÇEĞİ KIŞKIRTIYOR SUN.
1136	MUHARREM SEKMEN	BEN SENDEN BİRŞEY İSTEMİYORUM. SADECE İSTEĞİNE CEVAP VERİYORUM. BENİ HİÇ İSTEMEYEN HER GERÇEĞİ BENDE İSTEMİYORUM. GERÇEKTE MEYDAN OKUMA VARDIR. HER GERÇEĞE MEYDAN OKUYORUM.
1137	MUHARREM SEKMEN	IŞIK ZAMANDA YOLALIYOR. ÇOCUKLAR KARANLIKTAN KORKAR. BİLİYORUM. IŞIĞIN RENGİNİ ARIYORUM.
1138	MUHARREM SEKMEN	ÇILDIRDITIN MERKEZİNDEYİM. DAHA ÇILDIRMAK İSTİYORUM.
1139	Pedgy	Slippin Jimmy approved.
1140	MUHARREM SEKMEN	ELİNDEN KURTARMAK.
1141	Rei Pinari	People watching cause of “Nostalgia “ 👺👺👹 People who watch cause of better call Saul : 💪💪💪💪💪
1142	MUHARREM SEKMEN	BEN SAÇMALIĞA AŞIĞIM.
1143	MUHARREM SEKMEN	GERÇEKTE ÇELİŞKİ VAR. BEN ÇELİŞKİDEYİM. ÇELİŞK ZITLIK DEĞİLDİR HAYIR. BEN YAKLAŞIYORUM. HERKES HERŞEY BENDEN KAÇIYOR. HAYIR. İNSAN ÖYLEDİR. HERŞEY ÇELİŞKİDEN KAÇAR BİLİYORUM. HERŞEY BENDEN KAÇIYOR BİLMİYORUM. ÇELİŞKİDEN KURTULUŞ. YOK BİLİYORUM.
1144	MUHARREM SEKMEN	HAYIR IŞIĞIN RENGİ SARIDIR.
1145	MUHARREM SEKMEN	BENİ MERAKETME SARI TENLİYİM. GÖZLERİM SAPSARI BAKAR.
1146	MUHARREM SEKMEN	HERŞEYİ ARIYORSUN.
1147	MUHARREM SEKMEN	SEN BENİ VAR İSTİYORSUN. BEN VARLIK İSTEMİYORUM.
1148	MUHARREM SEKMEN	BAŞKALARI HAKKINDA BİRŞEY SÖYLEYEMEM BEN BENİM HAKKIMDA KONUŞUYORUM.
1149	MUHARREM SEKMEN	DÜŞÜNCE KARŞIT İLERLER.
1150	Rainer Christian Böckle	"Liebe ABBA! ❤️💛💛❤️ 🎼""ARRIVAL"" Gut Angekommen! ""Punktlandung"" 🤗 MERCI! Liebe Grüße vom schönen Bodensee sendet rainer christian"
1151	MUHARREM SEKMEN	SEN ONA OLAN DİYEMEZSİN. OLMAYANDA.
1152	MUHARREM SEKMEN	HAYIR BU BASİT DEĞİL YANILGI.
1153	MUHARREM SEKMEN	BEN BENİ MERAKEDENİ MERAKEDİYORUM. BENİ MERAKETMEYENİ MERAKETMİYORUM.
1154	MUHARREM SEKMEN	ÇELİŞKİYİ ANCAK VARSAYIYORUM. ONUN . SÜREKLİLİĞİNİ ANLATAMIYORUM. EDEMİYORUM. BANA YAKLAŞANLAR KAÇIYOR. BENDEN IRAKLAŞAN LAR YAKLAŞIYOR..
1155	MUHARREM SEKMEN	BEN SANA BİLEREK YALAN SÖYLEYEBİLİRİM.
1156	MUHARREM SEKMEN	GERÇEKTE BİR GERÇEĞİM BİLİYORUM GİTGİDE KAOS GELİYOR. . GİTGİDE KAOSA GİDİYORUM.. GİTGİTE YAKLAŞTIKÇA SONSUZ YAKINLARDAN SONSUZUZAKLARA BAKIYORUM. İNSAN GÖZLERİYLE GÖRMEYİNCE İNANMAZ. ELLERİYLE DOKUNMAYINCA.
1157	MUHARREM SEKMEN	BENİ MERAKEDENLERİ BENDE MERAKEDİYORUM. BENİ MERAKETMEYENLERİ BENDE MERAK ETMİYORUM. DÜRÜSTLÜK BU DEĞİLMİDİR. BENİ HİÇ MERAKETMEYENİ BENDE HİÇ MERAK ETMİYORUM.
1158	MUHARREM SEKMEN	DENGE ADALETTİR. BİLİYORUM.
1159	MUHARREM SEKMEN	DÜŞÜNCEM NE ACİZ BİLMİYORUM.
1160	MUHARREM SEKMEN	DELİLİK NEDEN ANLAMIYORSUN.
1161	MUHARREM SEKMEN	BENDEN IŞIĞIN RENGİNİ İSTİYORSUN. IŞIĞA YAKLAŞIYOR SUN.
1162	MUHARREM SEKMEN	DİLEKLERİN TUTAR BİLMİYORSUN
1163	MUHARREM SEKMEN	BİR AMAÇ VARDIR.
1164	MUHARREM SEKMEN	YALNIZDEĞİLSİN. BİLMELİSİN.
1165	MUHARREM SEKMEN	BENİM MERAKETMEDİKLERİM. BENİ MERAKETME SİN.
1166	MUHARREM SEKMEN	HAYIR BİLMEYEREKDE YALAN SÖYLEYEBİLİRİM.
1167	MUHARREM SEKMEN	GERÇEKTE BOYUTLAR VAR BİLİYORUM. GERÇEKTE BİR BOYUT ARIYORUM.
1168	MUHARREM SEKMEN	GERÇEKTE SINIIR VAR TANIMIYORSUN. SEN SINISIZ ARIYORSUN. SINIRLAR YANILTIR. BİLMİYORSUN. BEN SINIRIM. MAHSUZ SANIYORSUN. YALANIN SIRRINI ARIYORSUN. GERÇEK YANILTIR. YANILAN YANILTIR. YALAN YANILTMAKTAN İBARETTİR.
1169	MUHARREM SEKMEN	ÇEŞİTLİLİĞE ÇIKIŞ VER.
1170	MUHARREM SEKMEN	İNSANI ÇILDIRTAN VAR.
1171	MUHARREM SEKMEN	DENGESİZLİK ÇARESİ YOK BİLİYORUM.
1172	MUHARREM SEKMEN	ARAYIP SIRRI BULACAKSIN.
1173	MUHARREM SEKMEN	NE İSTEDİĞİMİ BİLMİYORSUN.
1174	MUHARREM SEKMEN	YAŞAMDA İLGİ ARIYORUM.
1175	SpeedrunsAndMemes	Better call Saul!
1176	MUHARREM SEKMEN	UTANCIM VAR OLMAMDAN.
1177	MUHARREM SEKMEN	KIŞKIRAN DEHŞET SAÇAR BİLMİYORSUN.
1178	MUHARREM SEKMEN	BEN HERŞEYİ MERAKETMİYORUM.
1179	MUHARREM SEKMEN	AYRILIK ÇARE BİLİYORUM.
1180	MUHARREM SEKMEN	HAYIR DÜŞÜNÜRÜZ.
1181	MUHARREM SEKMEN	YALANCI YALANINA ALDIRMAZ.
1182	MUHARREM SEKMEN	BEN MERAKSIZLIK NE BİLEMEM. MERAKSIZLIK HAKKINDA KONUŞAMAM. MERAKSIZLARI VARSAYARIM. .
1183	MUHARREM SEKMEN	TEKRAR EDİYORUM SÜREÇTE BÖLÜNME BULUNMUYOR. SÜREÇ BİR BİLİNİYOR.
1184	MUHARREM SEKMEN	GİTGİDE ÇELİŞKİYE GİRİYORUM. NEDEN BÖYLE BİLİNMEZ. ÇELİŞKİ BİLİNMEZ.
1185	MUHARREM SEKMEN	ÖZNE BOYUT BİLDİREN BİR KAVRAMLA HATALI İFADE EDİLİR. ÇÜNKÜ ÖZNE BOYUTLU SANILIR.
1186	sean south	Agnetha best looking women ever xxx
1187	MUHARREM SEKMEN	BU İKAOSTUR.
1188	MUHARREM SEKMEN	MADDE SINIRSIZKAPALI BİLİNİR BOŞLUK.
1189	MUHARREM SEKMEN	HAREKET HIZ İLİŞKİSİ AYRI KONU.
1190	MUHARREM SEKMEN	GERÇEKTE HATA KONUMDA YANILGI DIR. KONUM UZAYDA BULUNUR.
1191	Ирина Иванова	Посмотрите историю этой песни... Почему Мирей Матье ее тоже пела... Интернет вам в поиск... А песня изумительная!!!
1192	MUHARREM SEKMEN	BEN BİR PLAN DEĞİLİM.
1193	Pete Cruz	I see she licks her lips at the very last. Like she is trying to hold back the tears.
1194	MUHARREM SEKMEN	İRRASYONEL BİR SAYIYA ZORUNLULUK YÜKLENEMEZ.
1195	MUHARREM SEKMEN	ÖZNEYİ HAREKETLE İLİŞKİLİ GÖSTERDİĞİM İÇİN AFFEDİN. HATA YAPTIM.
1196	MUHARREM SEKMEN	KİOS HEP ÇÖZÜLMEZ.
1197	MUHARREM SEKMEN	SON SIR VERİLMEYECEK.
1198	MUHARREM SEKMEN	TEHDİT BİR UYARIDIR.
1199	MUHARREM SEKMEN	ORTAKLIK ORTAKLIĞA GÖREDİR.
1200	Bri	Goosebumps...every single time 👌🏻
1201	OA Tv	All their sweet songs brings a lot of childhood memories in the late 70s..
1202	G K	What a voice..what a great song..
1203	Marcio Borges Freitas	Quando essa música foi lançada eu tinha 13 dias de nascido, então é uma hora ter nascido próximo a criação desta obra de arte.
1204	Katia Sassi	Linda e Maravilhosa essa Música ! Para Sempre Lembrarei da Época Faculdade Farmácia Bioquímica. Nós ouvíamos. ESTOU terminando a Carreira e a Música continua sendo Admirável sempre é QUERIDA. Assim como ABBA . Para Sempre !!!!!!!
1205	Julia White	How hard this must have been for both of them. I love this song.
1206	Marlon Jimenez	This is one of the many of my favorite masterpiece song when I was a child...
1207	Juan Lizarazo	42 years later I discover this master piece. Wow
1208	Александр Байкер	Вот это голосище🤩😘😘😘😘😘☮️
1209	martyg123	Sometimes TV performances are as iconic as the official music video. His would be one of them! Magical 💫
1210	Will Bruce	This song rocks!
1211	Luigi Pirandello	Lembro-me de quando eu era jovem.
1212	JADADY SEVA	Linda musica epoca em que as cantoras cantavam de roupa não precisavam apelar
1213	Thiago Felix	Lembro do meu paizinho e da minha mãezinha... Sddoi d+
1214	Fernando	Que buenos eran,Agnetha Fältskog era un preciosidad. Que tiempos de mi juventud.😂😂😂😂
1215	Bartłomiej Suchenek	Most amazing song!
1216	Julia White	It's an anthem for people that really love each other but come to the realization that it's over.
1217	Ka Zuwa	Something broke in the year 2019 and I came back and listened to this beautiful song,I have questions from being ghosted but time heals everything thing
1218	Ibroxim Ayubov	Спасибо за музыку.
1219	미다스칸	시대를 초월 한 명곡!
1220	omar endin	It reminds me when I was 12th grade ini my high school year ...great song
1221	Jimmy Carter	I remember when this song was released I was 10 in my old Nighbor hood and not yet knowing were my life was going I was adopted 3 years later but this song takes me right back at that time in my life. For it has a lot of meaning to me now I am bout ready to retire winner really dose take it all
1222	Good Human	This must be the most personal song ever given both parties are involved.
1223	giuseppe baratti	Ricordi indelebili... A cui non si potranno mai dimenticare ne si potranno tornare a vivere... Restano eternamente chiusi all interno di una porta chiamato amarezza... Ma comunque vissuti... Con un esperienza in piu... La vita è sempre una sorpresa miracolosa dipende da noi viverne ogni suo dono meraviglioso amore amare amarti vita... Loro ci hanno donato in ogni brano vita... Grazie ABBA❤️❤️❤️👏👍👍💯🙏🌹
1224	musicman201047	Rock on, pretty songbird Agnetha, rock on forever. Sing of the heartbreak we all feel at times even today. ABBA forevermore!
1225	glen salt	Wow what talent
1226	Angela Goncalves	Saudades. Saudades. Saudades.
1227	Nasreen Shah	My teenager memories 🥰
1228	johanna	That's raw talent and gorgeous good looks.
1229	Rhay Santuz	Te doido siow essa música mexe comigo 🥃💔🥺
1230	Eelco Dyk	Confession to make I’ve been in love with you for more than 40 years agnetha I still melt every time I hear this song love you
1231	Александр Истомин	СУПЕР!!!!!!!!!!!!!!!!!!!!!
1232	Ann Pilkington	Old now,was young when this came out,rings true now
1233	selin kose	I was 10 years old and our green grocery had it all time on display the poster and I was going his shop to listen to them this foreign band .. I have just not enough listen to them .. still my number one list
1234	Mara Montero	To think that she is ginging this after the breakdown of their marriage, Agnetha & Björn, is more heartbreaking...
1235	oscar vergara talamilla	Tremenda cancion saben que me emocione
1236	Patricia Torruella	I like this song too. It's very sentimental
1237	Elena Orlyak	Авва super!!😍❤❤❤
1238	Jon Henderson	I love love love ABBA
1239	iawbp	You know what though, hats off to the rest of the support band in the background. so smooth. just listen to that bass player.
1240	Sinraiser	Rest In Peace Chuck McGill
1241	정현범	최고의팝가수 아바~
1242	moj	ABBA, takes it all
1243	Nguyen Uyen	Why i just know this til now. It brings tears to my eyes.
1244	Jonas Pereira Santiago	a mulher mais linda do mundo
1245	Adriano Oliveira	Alguém em 2022... música boa atravessa o Tempo
1246	maspvox	One of the best song.
1247	Edeniana Borges Sena	❤️❤️❤️👏👏
1248	Mohd Hairin	Everyone is the winner with their role. Please realize it.
1249	Tonya Starace	Wonderful
1250	Antonio Lamossa	Rest in peace Chuck McGil
1251	Виктор Ткаченко	Боже, какая Агнетта милая, сексуальная, столько лет прошло, но нет ей равных, счастье просто смотреть и слушать её!
1252	Hyper kid	Superb voice of Agnetha.
1253	faunstar	might be the best abba song ever created
1254	Jared Wilmarth	The Swedish metal band ABBA 😄
1255	Edouard Bujoni	Trop beau 🥰
1256	actarus 74	Stupenda... brividi sulla pelle !!!!!!!!!!!!!!!!
1257	Antonio Barbeito Cazorla	Esto es música.no la mierda de música actual.
1258	Benton Msimango	A late colleague of mine, Dave Timms (May God bless his soul) once told me that ABBA sang in English but couldn't speak the language. I wonder how true that was.
1259	Sonia Santos	Essa música 🎶retrata muito um período de 10 anos da minha vida. 😔
1260	Jonas Pereira Santiago	linda
1261	Farid Amiraslan	ABBA ❣️🇦🇿
1262	Abenilson Bessa	Ouvindo em 2021
1263	gaziz esirkep	менің папам мен мамам осы ән суйіп тыңдайды, телефондарында званогына қойып қойған:) давайте оларға ұзак ғұмыр тілейкші,❤️🙏🙏🙏
1264	Analía de los Ángeles	♥️♥️♥️♥️♥️♥️♥️💕💕
1265	matTMax	who else Came after Better Call Saul? Chuck nailed it
1266	Ramon Marques	Bate o sino!
1267	Katrina Hernandez	For some reason this song feels at home.
1268	Olivia sela	Toll muzik 💖
1269	игорь ищенко	СУПЕР
1270	Ane	Nenhum fdp pôs a letra aqui. Eu resolvi colocar. THE WINNER TAKES IT ALL I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all (takes it all) The loser has to fall (has to fall) It's simple and it's plain (it's so plain) Why should I complain? (Why complain?) But tell me, does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide (will decide) The likes of me abide (me abide) Spectators of the show (of the show) Always staying low (staying low) The game is on again (on again) A lover or a friend (or a friend) A big thing or a small (big or small) The winner takes it all (takes it all) I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all So the winner takes it all And the loser has to fall Throw the dice, cold as ice Way down here, someone dear Takes it all, has to fall And it's plain, why complain?
1271	Дмитрий Легостаев	👍👍👍
1272	Kapwa poe dolomite tala britney	This is my favorite main vocal song of Agnetha Falskog
1273	sennie sen	Non plus ultra -they were the best...they ARE the best ...untill now
1274	Billy HW	The winner took it all.
1275	evelina facciotti	Già.....chi vince si porta via tutto......o quasi....i ricordi ed il dolore resta a chi ha amato di più e ancora ama....
1276	Diana Baumert	💃💃🥰🥰🥰
1277	Гпбдылхаир Утенов	Я люблю её
1278	Marlon Jimenez	I miss singing this song nowadays.. I can't reach the original pitch ...
1279	Raymond McMillan	It is a great song. A simpler time.
1280	Juraj Husar	ABBA 👌 👌 👌 👌 👌
1281	Lemonnier Hervé	Just for Agnetha's beautiful gray eyes.
1282	Lisa Smith	Brilliant I lost no more ace to me lost everything 😢
1283	Luciana Blondhair	Quem ganhar o jogo leva tudo
1284	Bwiko Kyriakos	I'm hearing a breakup song in 2022...ohh my!
1285	СА	АББА поет все лучше и лучше
1286	faunstar	this is what the end credits of the world should sound like
1287	Žaneta Štefancová	Pre každého ale všetko znamená bohužiaľ niečo iné
1288	Lora Templeton	"Just finished Keep Sweet: Pray and Obey documentary on Netflix and am totally there for the FLDS girl who had the contraband cassette tape of ""devil's music"" (aka a basic ABBA greatest hits album) which she would play when she escaped out into the Arizona mountains and started thinking for herself."
1289	Gabriel Santos	The winner takes at aaaalll Obrigado eu te amo i love you Me empresta uma grana
1290	Marcos Roberto	Shes beautiful....🤤
1291	Aneta Brach	❤
1292	Pady Freber	Beste song ever
1293	Sokol	Ohuititelno !
1294	Sabrina Crivellari	❤️💖💖💖❤️
1295	Ronald Fernandes	So nice ur love story, anyway its my favorite song 💞💞🎉🌹
1296	Berthold Haupenthal	Sie war nicht super sexy, sie hatte auch eine verdammt gute Stimme.
1297	Valeriy Duganov	Голоса льются ручьем рекой
1298	pr0gadget	👍
1299	Regina Kiesewalter	Stimmt das vergesst ihr nie!!🤣🤣🤣🤣🤣👋👋👋
1300	"Ледокол ""Мавлютов"""	Победитель забирает всё! Увы
1301	Jinro C. Simina	Waioo❤
1302	faunstar	i think about this song a lot
1303	Dan the crazy man	i was born when it was released
1304	Chip Bruce	Skating rink memories
1305	Ritta Garcia	Estava eu ,no Instagram uma moça me posta uma broa de fubá com banana. E com está música de fundo. Resultado..Vim parar aqui😂😂 como sair agora do YouTube jesusss . Finalizar a noite por aqui.
1306	Stuart Sandham	I was 17 when this came outl
1307	Isak Abelsen	God agnetha power voice
1308	tayeb	i came back to this song when johnny depp won the case against amber turd
1309	Christopher Sarcena	Born in 80s.....gusto KO ganito na music ...Hindi masakit SA tanga pakinggan
1310	Nicola Rombi	As cold as ice, do never forget! Despite appearances.. gods are not emotional, they may need to draw attention at some point..
1311	Niederbayern-first	Für mich das beste Lied aller Abba-Songs
1312	Tri Febian	👍..
1313	Юрий Любин	вотэто голос мне было 7 лет
1314	liftedbyyahweh	Vince Gilligan put me on
1315	Леон Блайзер	Не превзойдённые.
1316	hayat guzel	Кто слушает Аббу в 2022 году, у меня почему-то они ассоциируются с лунопарком, как же я их обожала
1317	Zezinho Reis	Queria saber com estao agora em 2022
1318	Ahmad Husnandar	LaGunya SeDiiH & SaNGaT INDaaH. 👍❤️😭👍
1319	John Rebeiro	We are going home forever ,I got old man
1320	Fabrice DEMANET	ma chanson prefere
1321	Rebecca Erb	When you just don't want to talk anymore
1322	JORGE Mendez	Bjorn el guitarrista despues de terminar su romance con Agnetha , escribio esta musica para que lo cantara ella misma con mucho dolor. La letra donde el ganador es Bjorn.
1323	Thang chhingpuii	agnetha is Queen of PoP
1324	Sasa Miljkovic	Agneta and actress Vera Farmiga are so similar (to me).
1325	Raffy	S‘all good, man.
1326	Paul Webb	Same happemed to me🙂
1327	cvthnmigbjyfv	🧡
1328	L.M. ll.	Your the winner. Nothing to say to you anymore. I was always last.🥺😔😔💔Congratulations. Its over.🌷🌺💔💔
1329	Karera Ruíz	For anyone looking at this for marching band, hello people. This is not Karera the alto clarinet player
1330	ERIC GIBEAUX	une belle chanson de rupture
1331	Импрув	💜💓❣🙏😪😘🇺🇦
1332	MUHARREM SEKMEN	GERÇEKTE BEN HİÇ BİRŞEY BİLMİYORUM. BANA BİLGİ ÖĞRETİYORSUN.
1333	MUHARREM SEKMEN	HAYIR BİR KIR KÖYÜ.
1334	Khais Hall	And I won't move from my room
1335	MUHARREM SEKMEN	NEDEN İSTEDİĞİMİ BİLMİYORSUN.
1336	Charliecomet82	S'all good, man.
1337	MUHARREM SEKMEN	KAOS SOMUT BİRŞEYDİR.
1338	MUHARREM SEKMEN	ŞEYTAN BAŞTA YANILIR SONDA UYANIR.
1339	MUHARREM SEKMEN	KAOS EİŞİT DEPİŞMEME.
1340	MUHARREM SEKMEN	BOŞLUKTA KAPALILIK BULUNUR.
1341	Nađa Srna Kosovac	"2:56 Is she pointing at Frida while singing ""spectators of the show""?"
1342	MUHARREM SEKMEN	SONSUZ UZAK DEĞİLİM.
1343	MUHARREM SEKMEN	ÇOÇUK LAR ADINA BENİ BAĞIŞLA. BEN SAÇMALARIM.
1344	MUHARREM SEKMEN	GERÇEKTE SÜREÇTE AN BULUNMUYOR. BU HATA.
1345	MUHARREM SEKMEN	KİŞİ MUTLAK DEĞİLDİR.
1346	Nacho Croes	🥺🌹♥️🥺🥰🥺
1347	Thanh Mansour	"I knew this woman who worked for the american intel apparatus. Anyways, she was told the real Chief of MI6 wanted to have lunch with her. She couldn't say no. He was told, ""It's going to cost you everything."" He thought she was worth it. She worked for the US Dept of the Navy and the CIA."
1348	MUHARREM SEKMEN	GERÇEK AÇIKLANMAZ. HOŞÇAKAL.
1349	MUHARREM SEKMEN	FARKLI DEĞİŞİM FARKLI DEĞİŞİME GÖRE SÜREKLİ FARKLI DEĞİŞİR. BU KAİOS STUR. KAİOS BUDUR.
1350	Isak Abelsen	Abba from svenden
1351	MUHARREM SEKMEN	ÇELİŞKİDEN ÇIKIŞ BULUNMAZ BİLİYORUM. HERŞEY BANA KARŞI ÇARESİZ. BEN ZATEN ÇARESİZ. BUNDAN ÇIKIŞYOK BİLİYORUM.
1352	MUHARREM SEKMEN	BU ÖZNENİN ÖZNEYE UZAKLIĞIYLA İLGİLİ.
1353	MUHARREM SEKMEN	TEMAS NOKTASI TEMASSISIZLIĞA SONSUZ DERECE UZAK TİR.
1354	MUHARREM SEKMEN	MADDE MUTLAKTIR.
1355	MUHARREM SEKMEN	UZAY FELSEFELERİ MANTIKSIZCA YANLIŞ.
1356	MUHARREM SEKMEN	VARDEĞİL YOK. HİÇ DEĞİL. YOK HİÇ VAR DEĞİLDİR. YOK YOKTUR.
1357	MUHARREM SEKMEN	IŞIK LİGHT DİR. BU KNOWLEDGE DİR. IŞIK TİMES TİR. TİMES SÜREÇ TÜR.
1358	MUHARREM SEKMEN	OLAN OLANA OLMAYAN OLMAYANA DEĞİLMİDİR.
1359	MUHARREM SEKMEN	OLAN OLMAYANA OLMAYAN OLANA. SAÇMALIK BU.
1360	MUHARREM SEKMEN	AÇIK NOKTAYA GÖRE DAHA AÇIK KAPALI NOKTAYA GÖRE DAHA KAPALI OLUNDUĞUN DA GİBİ.
1361	MUHARREM SEKMEN	TÜRKÇEDE HATA VAR KONUŞMALAR TÜRKÇE OLUYOR.
1362	Bolat Berdigulov	Роза Рымбаева спела вариант этой песни не хуже.молодец
1363	MUHARREM SEKMEN	SIFIR EVRENSELİ ARAYABİLİR.
